级别	日期和时间	来源	事件 ID	任务类别
信息	2013/9/11 16:16:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2876315 更改为 已安装 状态。
信息	2013/9/11 16:16:16	Microsoft-Windows-Servicing	1	无	启动程序包 KB2876315 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 16:14:50	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2872339)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2872339-x86.msu"" /quiet /norestart”)"
警告	2013/9/11 16:14:50	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2872339) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2872339-x86.msu"" /quiet /norestart”)"
信息	2013/9/11 16:14:48	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2872339 更改为 已安装 状态。
信息	2013/9/11 16:14:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2872339 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 9:50:17	Microsoft-Windows-Servicing	3	无	将程序包 KB2836943 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/9/11 9:50:11	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836943 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 9:45:00	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868116 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 9:44:42	Microsoft-Windows-Servicing	3	无	将程序包 KB2853952 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/9/11 9:44:40	Microsoft-Windows-Servicing	1	无	启动程序包 KB2853952 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 9:44:35	Microsoft-Windows-Servicing	3	无	将程序包 KB2876315 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/9/11 9:44:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2876315 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/9/11 9:44:10	Microsoft-Windows-Servicing	3	无	将程序包 KB2872339 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/9/11 9:44:05	Microsoft-Windows-Servicing	1	无	启动程序包 KB2872339 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 15:19:30	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862966 成功更改为 已安装 状态。
信息	2013/8/15 15:19:30	Microsoft-Windows-Servicing	2	无	已将程序包 KB2836943 成功更改为 已安装 状态。
信息	2013/8/15 15:19:29	Microsoft-Windows-Servicing	2	无	已将程序包 KB2868623 成功更改为 已安装 状态。
信息	2013/8/15 15:10:55	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2862966 更改为 已安装 状态。
信息	2013/8/15 15:10:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862966 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 15:07:26	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2836943 更改为 已安装 状态。
信息	2013/8/15 15:07:20	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836943 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 15:07:20	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2868623 更改为 已安装 状态。
信息	2013/8/15 15:07:16	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868623 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 15:00:59	Microsoft-Windows-Servicing	2	无	已将程序包 KB2844286 成功更改为 已安装 状态。
信息	2013/8/15 15:00:47	Microsoft-Windows-Servicing	1	无	启动程序包 KB2844286 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 15:00:45	Microsoft-Windows-Servicing	2	无	已将程序包 KB2863058 成功更改为 已安装 状态。
信息	2013/8/15 15:00:28	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863058 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 14:59:24	Microsoft-Windows-Servicing	3	无	将程序包 KB2836943 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/8/15 14:59:15	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836943 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 12:17:19	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2862973)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862973-x86.msu"" /quiet /norestart”)"
信息	2013/8/15 12:17:17	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862973 成功更改为 已安装 状态。
信息	2013/8/15 12:16:49	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862973 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 9:07:04	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862966 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 9:06:50	Microsoft-Windows-Servicing	3	无	将程序包 KB2868623 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/8/15 9:06:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2868623 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 9:06:25	Microsoft-Windows-Servicing	3	无	将程序包 KB2844286 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/8/15 9:06:10	Microsoft-Windows-Servicing	1	无	启动程序包 KB2844286 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/8/15 9:05:11	Microsoft-Windows-Servicing	3	无	将程序包 KB2863058 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/8/15 9:04:46	Microsoft-Windows-Servicing	1	无	启动程序包 KB2863058 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
错误	2013/8/15 9:04:22	Microsoft-Windows-WUSA	3	无	"无法安装 Windows 更新 ""Windows 安全更新程序 (KB2862966)""，因为发生错误: 2149842966“”(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2862966-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 9:19:21	Microsoft-Windows-Servicing	2	无	已将程序包 KB2861855 成功更改为 已安装 状态。
信息	2013/8/14 9:19:21	Microsoft-Windows-Servicing	2	无	已将程序包 KB2859537 成功更改为 已安装 状态。
信息	2013/8/14 9:19:21	Microsoft-Windows-Servicing	2	无	已将程序包 KB2849470 成功更改为 已安装 状态。
信息	2013/8/14 9:19:21	Microsoft-Windows-Servicing	2	无	已将程序包 KB2862772 成功更改为 已安装 状态。
信息	2013/8/14 9:16:42	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2861855)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2861855-x86.msu"" /quiet /norestart”)"
警告	2013/8/14 9:16:42	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2861855) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2861855-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 9:16:42	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2861855 更改为 已安装 状态。
信息	2013/8/14 9:16:22	Microsoft-Windows-Servicing	1	无	启动程序包 KB2861855 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/14 9:13:19	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2859537)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2859537-x86.msu"" /quiet /norestart”)"
警告	2013/8/14 9:13:19	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2859537) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2859537-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 9:13:19	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2859537 更改为 已安装 状态。
信息	2013/8/14 9:13:00	Microsoft-Windows-Servicing	1	无	启动程序包 KB2859537 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/14 9:10:01	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2849470)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2849470-x86.msu"" /quiet /norestart”)"
警告	2013/8/14 9:10:01	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2849470) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2849470-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 9:10:00	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2849470 更改为 已安装 状态。
信息	2013/8/14 9:09:45	Microsoft-Windows-Servicing	1	无	启动程序包 KB2849470 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/14 9:06:19	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2862772)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2862772-x86.msu"" /quiet /norestart”)"
警告	2013/8/14 9:06:19	Microsoft-Windows-WUSA	4	无	"Windows 更新 Windows 安全更新程序 (KB2862772) 需要重新启动计算机才能完成安装。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\IE10-Windows6.1-KB2862772-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 9:06:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2862772 更改为 已安装 状态。
信息	2013/8/14 9:05:21	Microsoft-Windows-Servicing	1	无	启动程序包 KB2862772 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/8/14 1:22:28	Microsoft-Windows-WUSA	2	无	"已成功安装 Windows 更新 ""Windows 安全更新程序 (KB2803821)""。(命令行:“C:\Windows\system32\wusa.exe ""C:\Program Files\360\360safe\hotfix\Windows6.1-KB2803821-v2-x86.msu"" /quiet /norestart”)"
信息	2013/8/14 1:22:28	Microsoft-Windows-Servicing	2	无	已将程序包 KB2803821 成功更改为 已安装 状态。
信息	2013/8/14 1:22:22	Microsoft-Windows-Servicing	1	无	启动程序包 KB2803821 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/24 17:47:23	Microsoft-Windows-Servicing	2	无	已将程序包 KB2836942 成功更改为 已安装 状态。
信息	2013/7/24 17:47:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836942 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/24 9:03:44	Microsoft-Windows-Servicing	2	无	已将程序包 KB2835361 成功更改为 已安装 状态。
信息	2013/7/24 9:03:44	Microsoft-Windows-Servicing	2	无	已将程序包 KB2836502 成功更改为 已安装 状态。
信息	2013/7/24 0:52:12	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2835361 更改为 已安装 状态。
信息	2013/7/24 0:52:10	Microsoft-Windows-Servicing	1	无	启动程序包 KB2835361 的更改。当前状态为 已安装。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/24 0:52:09	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2836502 更改为 已安装 状态。
信息	2013/7/24 0:52:01	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836502 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 21:47:01	Microsoft-Windows-Servicing	3	无	将程序包 KB2836502 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/23 21:46:55	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836502 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 18:50:50	Microsoft-Windows-Servicing	3	无	将程序包 KB2835361 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/23 18:50:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2835361 的更改。当前状态为 已安装。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 9:08:36	Microsoft-Windows-Servicing	3	无	将程序包 KB2836942 更改为 已暂存 状态失败。状态为: 0x800f0816。
信息	2013/7/23 9:08:32	Microsoft-Windows-Servicing	1	无	启动程序包 KB2836942 的更改。当前状态为 不存在。目标状态为 已暂存。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2647753 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2786400 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2719857 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2834140 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2799926 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2732059 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2660075 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2813956 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2808679 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2732487 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2761217 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2729094 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2750841 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2820331 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2726535 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2732500 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2685811 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2699779 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2685813 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2773072 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2709630 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2640148 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2763523 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2764913 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2764916 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2718695 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2764913 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2764916 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2718695 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2729094 成功更改为 已安装 状态。
信息	2013/7/23 9:05:22	Microsoft-Windows-Servicing	2	无	已将程序包 KB2670838 成功更改为 已安装 状态。
信息	2013/7/23 1:28:21	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2647753 更改为 已安装 状态。
信息	2013/7/23 1:28:06	Microsoft-Windows-Servicing	1	无	启动程序包 KB2647753 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:28:06	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2786400 更改为 已安装 状态。
信息	2013/7/23 1:27:51	Microsoft-Windows-Servicing	1	无	启动程序包 KB2786400 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:27:50	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2719857 更改为 已安装 状态。
信息	2013/7/23 1:27:35	Microsoft-Windows-Servicing	1	无	启动程序包 KB2719857 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:25:38	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2834140 更改为 已安装 状态。
信息	2013/7/23 1:25:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2834140 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:25:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2799926 更改为 已安装 状态。
信息	2013/7/23 1:25:04	Microsoft-Windows-Servicing	1	无	启动程序包 KB2799926 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:25:04	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2732059 更改为 已安装 状态。
信息	2013/7/23 1:24:48	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732059 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:24:48	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2660075 更改为 已安装 状态。
信息	2013/7/23 1:24:34	Microsoft-Windows-Servicing	1	无	启动程序包 KB2660075 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:24:34	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2813956 更改为 已安装 状态。
信息	2013/7/23 1:24:20	Microsoft-Windows-Servicing	1	无	启动程序包 KB2813956 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:24:19	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2808679 更改为 已安装 状态。
信息	2013/7/23 1:23:57	Microsoft-Windows-Servicing	1	无	启动程序包 KB2808679 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:23:56	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2732487 更改为 已安装 状态。
信息	2013/7/23 1:23:41	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732487 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:23:40	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2761217 更改为 已安装 状态。
信息	2013/7/23 1:23:24	Microsoft-Windows-Servicing	1	无	启动程序包 KB2761217 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:23:23	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2729094 更改为 已安装 状态。
信息	2013/7/23 1:23:18	Microsoft-Windows-Servicing	1	无	启动程序包 KB2729094 的更改。当前状态为 已安装。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:23:18	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2750841 更改为 已安装 状态。
信息	2013/7/23 1:22:58	Microsoft-Windows-Servicing	1	无	启动程序包 KB2750841 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:22:57	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2820331 更改为 已安装 状态。
信息	2013/7/23 1:22:39	Microsoft-Windows-Servicing	1	无	启动程序包 KB2820331 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:22:38	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2726535 更改为 已安装 状态。
信息	2013/7/23 1:22:16	Microsoft-Windows-Servicing	1	无	启动程序包 KB2726535 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:22:15	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2732500 更改为 已安装 状态。
信息	2013/7/23 1:22:00	Microsoft-Windows-Servicing	1	无	启动程序包 KB2732500 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:21:58	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2685811 更改为 已安装 状态。
信息	2013/7/23 1:21:30	Microsoft-Windows-Servicing	1	无	启动程序包 KB2685811 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:21:29	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2699779 更改为 已安装 状态。
信息	2013/7/23 1:21:14	Microsoft-Windows-Servicing	1	无	启动程序包 KB2699779 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:21:12	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2685813 更改为 已安装 状态。
信息	2013/7/23 1:20:40	Microsoft-Windows-Servicing	1	无	启动程序包 KB2685813 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:20:39	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2773072 更改为 已安装 状态。
信息	2013/7/23 1:20:17	Microsoft-Windows-Servicing	1	无	启动程序包 KB2773072 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:20:16	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2709630 更改为 已安装 状态。
信息	2013/7/23 1:20:01	Microsoft-Windows-Servicing	1	无	启动程序包 KB2709630 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:20:00	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2640148 更改为 已安装 状态。
信息	2013/7/23 1:19:44	Microsoft-Windows-Servicing	1	无	启动程序包 KB2640148 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:19:44	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2763523 更改为 已安装 状态。
信息	2013/7/23 1:19:27	Microsoft-Windows-Servicing	1	无	启动程序包 KB2763523 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: WindowsUpdateAgent。
信息	2013/7/23 1:19:24	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2764913 更改为 已安装 状态。
信息	2013/7/23 1:19:19	Microsoft-Windows-Servicing	1	无	启动程序包 KB2764913 的更改。当前状态为 已安装。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:19:17	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2764916 更改为 已安装 状态。
信息	2013/7/23 1:19:12	Microsoft-Windows-Servicing	1	无	启动程序包 KB2764916 的更改。当前状态为 已安装。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:19:10	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2718695 更改为 已安装 状态。
信息	2013/7/23 1:18:46	Microsoft-Windows-Servicing	1	无	启动程序包 KB2718695 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:18:44	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2764913 更改为 已安装 状态。
信息	2013/7/23 1:18:23	Microsoft-Windows-Servicing	1	无	启动程序包 KB2764913 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:18:21	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2764916 更改为 已安装 状态。
信息	2013/7/23 1:17:59	Microsoft-Windows-Servicing	1	无	启动程序包 KB2764916 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:17:57	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2718695 更改为 已安装 状态。
信息	2013/7/23 1:17:26	Microsoft-Windows-Servicing	1	无	启动程序包 KB2718695 的更改。当前状态为 不存在。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:15:13	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2729094 更改为 已安装 状态。
信息	2013/7/23 1:15:07	Microsoft-Windows-Servicing	1	无	启动程序包 KB2729094 的更改。当前状态为 已解析。目标状态为 已安装。客户端 ID: DISM Package Manager Provider。
信息	2013/7/23 1:15:04	Microsoft-Windows-Servicing	4	无	必须先重新启动计算机，然后才能将程序包 KB2670838 更改为 已安装 状态。
